constituency,state,status,Vote,Margin,Candidate,Party
Silchar (8),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 8 - Silchar   (Assam)

            ",,12700,-639705,NOTA,None of the Above
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",won,897043,248947,KAMAKHYA PRASAD TASA,Bharatiya Janata Party
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,648096,-248947,ROSELINA TIRKEY,Indian National Congress
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,11743,-885300,DILUWARA BEGUM CHOWDHURY,Independent
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,10679,-886364,BINOD GOGOI,Independent
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,8673,-888370,ANIMA DEKA GUPTA,Voters Party  International
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,8128,-888915,TRIDIV JYOTI BHUYAN,Independent
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,6441,-890602,ABDUL HOQUE,Independent
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,4538,-892505,JYOTISKA RANJAN GOSWAMI,Independent
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,3720,-893323,SAILEN CH MALAKAR,Bharatiya Gana Parishad
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,3266,-893777,SALIM AHMED,Asom Jana Morcha
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",lost,3179,-893864,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale)
Kaziranga(10),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 10 - Kaziranga  (Assam)

            ",,24431,-872612,NOTA,None of the Above
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",won,775788,361408,RANJIT DUTTA,Bharatiya Janata Party
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,414380,-361408,PREMLAL GANJU,Indian National Congress
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,33048,-742740,RISHIRAJ KAUNDINYA,Aam Aadmi Party
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,19892,-755896,RAJU DEURI,Bodoland Peoples Front
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,8205,-767583,PRADIP BHANDARI,Independent
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,7382,-768406,KAMESWAR SWARGIARY,Voters Party  International
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,6823,-768965,RINKU ROY,Gana Suraksha Party
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",lost,4202,-771586,ALAM ALI,Bahujan Maha Party
Sonitpur(11),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 11 - Sonitpur  (Assam)

            ",,18748,-757040,NOTA,None of the Above
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",won,663122,201257,PRADAN BARUAH,Bharatiya Janata Party
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,461865,-201257,UDAY SHANKAR HAZARIKA,Indian National Congress
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,19631,-643491,DHIREN KACHARI,Communist Party of India
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,14197,-648925,GHANA KANTA CHUTIA,All India Trinamool Congress
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,10293,-652829,BIKRAM RAMCHIARY,Independent
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,7526,-655596,GOBIN BISWAKARMA,Independent
Lakhimpur(12),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 12 - Lakhimpur  (Assam)

            ",lost,6163,-656959,DEBA NATH PAIT,Independent
